FLIGHT_MONTH,YEAR,MONTH,STATE_NAME,STATE_CODE,CO2_QTY_TONNES,TF,NOTE
2025-09-01,2025,9,MONACO,LN,36.98464,58,FALSE
2025-09-01,2025,9,MONTENEGRO,LY,19861.31932,1702,FALSE
2025-09-01,2025,9,NETHERLANDS,EH,918498.64556,27860,FALSE
2025-09-01,2025,9,NORTH MACEDONIA,LW,15042.77552,1193,FALSE
2025-09-01,2025,9,NORWAY,EN,249463.44876,30896,TRUE
2025-09-01,2025,9,POLAND,EP,424760.95972,26746,FALSE
2025-09-01,2025,9,PORTUGAL,LP,570099.18938,25210,TRUE
2025-09-01,2025,9,ROMANIA,LR,161134.92762,11124,FALSE
2025-09-01,2025,9,SERBIA,LY,62418.79298,4540,FALSE
2025-09-01,2025,9,SLOVAKIA,LZ,22446.63608,1855,FALSE
2025-09-01,2025,9,SLOVENIA,LJ,10718.83478,1318,FALSE
2025-09-01,2025,9,SPAIN,LE,1940704.44834,91489,FALSE
2025-09-01,2025,9,SWEDEN,ES,200641.12212000001,17516,FALSE
2025-09-01,2025,9,SWITZERLAND,LS,505906.69114,22044,FALSE
2025-09-01,2025,9,TÜRKIYE,LT,1979673.7018,75922,FALSE
2025-09-01,2025,9,UNITED KINGDOM,EG,3285814.09752,107239,TRUE
