YEAR,MONTH_NUM,MONTH_MON,APT_ICAO,APT_NAME,STATE_NAME,NBR_FLIGHTS_DESCENT,TOT_DIST_LEVEL_NM_DESCENT,TOT_DIST_LVL_NM_DESC_BLW_70,TOT_TIME_LEVEL_SECONDS_DESCENT,TOT_TIME_LEVEL_SEC_DESC_BLW_70,MEDIAN_CDO_ALT,NBR_CDO_FLIGHTS,NBR_CDO_FLIGHTS_BELOW_7000,TOT_DELTA_CO2_KG_DESCENT,TOT_DELTA_CO2_KG_DESC_BLW_70,NBR_FLIGHTS_CLIMB,TOT_DIST_LEVEL_NM_CLIMB,TOT_DIST_LVL_NM_CLIMB_BLW_100,TOT_TIME_LEVEL_SECONDS_CLIMB,TOT_TIME_LVL_SEC_CLIMB_BLW_100,MEDIAN_CCO_ALT,NBR_CCO_FLIGHTS,NBR_CCO_FLIGHTS_BELOW_10000,TOT_DELTA_CO2_KG_CLIMB,TOT_DELTA_CO2_KG_CLIMB_BLW_100,AIRPORT_NAME
2025,1,JAN,EDAB,Bautzen,Germany,3,16.098123914792748,10.079193664506871,260,200,3583.333333333333,1,1,23.96966999999999,15.53239499999999,5,13.2739380849532,13.2739380849532,300,300,28000,4,4,-1.33455,-1.33455,Bautzen (EDAB)
2025,1,JAN,EDAC,Leipzig Altenburg,Germany,6,90.49113781966851,90.49113781966851,1660,1660,3982.692307692308,1,1,52.81794199999998,52.81794199999998,9,68.90544244373304,55.58576120972112,1340,1140,14000,4,5,26.337433999999988,16.54145899999999,Leipzig Altenburg (EDAC)
2025,1,JAN,EDAD,Dessau,Germany,2,0,0,0,0,28000,2,2,0,0,2,0,0,0,0,24000,2,2,0,0,Dessau (EDAD)
2025,1,JAN,EDAE,Eisenhuttenstadt,Germany,1,4.13645479790186,0,60,0,9037.5,0,1,-0.2352000000000016,0,1,0,0,0,0,26000,1,1,0,0,Eisenhuttenstadt (EDAE)
2025,1,JAN,EDAH,Heringsdorf,Germany,23,933.301205509672,891.948151782896,26180,25360,2921.311475409836,0,0,97.18700249999998,99.81383499999998,12,56.57957973421507,49.94128726820058,1580,1500,4573.770491803279,8,9,11.17304999999999,5.2731,Heringsdorf (EDAH)
2025,1,JAN,EDAK,Grossenhain,Germany,1,4.337652987760979,4.337652987760979,80,80,2920.833333333333,0,0,7.148135,7.148135,,,,,,,,,,,Grossenhain (EDAK)
2025,1,JAN,EDAQ,Halle Oppin,Germany,3,9.67679728478865,9.67679728478865,160,160,3473.2142857142862,1,1,-5.7747399999999995,-5.7747399999999995,1,0,0,0,0,16000,1,1,0,0,Halle Oppin (EDAQ)
2025,1,JAN,EDAV,Eberswalde Finow,Germany,3,28.23698307623527,8.47748275517989,300,160,2950.8196721311474,0,0,0.49482499999999513,9.291985,4,3.43608874926369,3.43608874926369,40,40,21000,3,3,3.0092999999999996,3.0092999999999996,Eberswalde Finow (EDAV)
2025,1,JAN,EDAY,Strausberg,Germany,17,101.252735120777,59.62206557434048,2260,1540,15890,8,10,77.188595,24.375175,18,57.28894907119943,6.09927375342159,1580,140,23500,14,15,39.281345,1.6645649999999999,Strausberg (EDAY)
2025,1,JAN,EDAZ,Schonhagen,Germany,69,736.540319877514,523.947760354946,14680,11360,8000,33,35,116.887139,79.32684999999998,79,276.39931339495604,94.86752640962706,4540,1860,22000,66,75,21.73593,-8.25982500000001,Schonhagen (EDAZ)
2025,1,JAN,EDBC,Magdeburg Cochstedt,Germany,1,32.172426205903534,32.172426205903534,480,480,3376.666666666666,0,0,-20.92852399999999,-20.92852399999999,1,0,0,0,0,8000,1,1,0,0,Magdeburg Cochstedt (EDBC)
2025,1,JAN,EDBJ,Jena Schongleina,Germany,6,141.652758688396,29.292656587472987,2000,540,20000,4,5,2.86750000000001,8.121699999999999,,,,,,,,,,,Jena Schongleina (EDBJ)
2025,1,JAN,EDBK,Kyritz,Germany,14,148.107324802281,142.79987334003002,4760,4580,3511.8852459016393,2,2,11.796235,11.32216,,,,,,,,,,,Kyritz (EDBK)
2025,1,JAN,EDBM,Magdeburg City,Germany,16,522.418736667404,509.551114123178,13700,13500,3304.098360655737,3,4,13.60077399999999,16.05134999999999,12,7.6133909287257,7.6133909287257,160,160,7000,11,11,-0.11812500000000001,-0.11812500000000001,Magdeburg City (EDBM)
2025,1,JAN,EDBR,Rothenburg Gorlitz,Germany,7,16.313311891929278,4.35349944615569,920,780,24025.641025640998,5,6,75.27580999999998,78.74290999999998,7,63.67363807357,55.91038158306884,1000,880,9475,3,3,55.645804999999996,50.160075,Rothenburg Gorlitz (EDBR)
2025,1,JAN,EDCG,Rugen,Germany,1,0,0,0,0,26000,1,1,0,0,1,0,0,0,0,29000,1,1,0,0,Rugen (EDCG)
2025,1,JAN,EDCM,Kamenz,Germany,1,2.6997840172785996,2.6997840172785996,60,60,6000,0,0,0.1669499999999999,0.1669499999999999,,,,,,,,,,,Kamenz (EDCM)
2025,1,JAN,EDCY,Welzow,Germany,2,10.232624013029769,10.232624013029769,180,180,13175.409836065599,1,1,-12.823908,-12.823908,2,0,0,0,0,24500,2,2,0,0,Welzow (EDCY)
2025,1,JAN,EDDB,Berlin Brandenburg,Germany,6389,56600.550311824205,18910.4236590364,725860,354440,4024.0076518412234,1254,2361,433791.34520119993,265342.17870409996,6367,12769.4330403283,124.641073428489,112900,1940,35000,5117,6312,31140.040127,1304.236556999999,Berlin Brandenburg (EDDB)
2025,1,JAN,EDDC,Dresden,Germany,318,2907.768296708502,1173.4725136326902,47380,25260,4975,78,145,10811.904351,5972.930905,335,513.002843335787,83.72774466956415,5760,1960,28000,302,331,741.237355,-11.64523,Dresden (EDDC)
2025,1,JAN,EDDE,Erfurt,Germany,62,934.42602306096,573.8711921873971,17720,13440,4211.686559418785,14,15,4111.5392275,2450.665546499999,66,479.043245734344,273.60053818645304,9480,7300,19000,47,61,1698.7061580000002,1414.1446,Erfurt (EDDE)
2025,1,JAN,EDDF,Frankfurt,Germany,15322,318674.7582232796,103257.43369301541,4135960,1922820,4372.923356135696,543,2560,3612401.4877918,2175841.7020298,15448,46705.455221369506,845.204624393697,389347,10660,33000,11517,15219,138374.3551104,9767.7283152,Frankfurt (EDDF)
2025,1,JAN,EDDG,Munster Osnabruck,Germany,350,4319.610474021448,2173.7679570826745,74900,50780,3078.7614488617505,57,84,13338.3522916,7210.2309513,394,1727.9080310480472,360.01155415373006,21814,9794,30956.6844919786,299,368,2268.6837291,191.62733500000002,Munster Osnabruck (EDDG)
2025,1,JAN,EDDH,Hamburg,Germany,3976,23035.8493519152,13840.6201947681,368740,267120,3090.593947606142,939,1148,244545.30672319993,188291.6071451999,3978,7048.825876194163,415.241250470612,67472,9772,35000,3390,3929,12197.956793700001,700.4862425,Hamburg (EDDH)
2025,1,JAN,EDDK,Cologne/Bonn,Germany,3754,54579.8556281106,12410.2470106488,662160,238300,4177.519379844961,701,1321,515709.2246698,218670.8881395999,3820,10340.1351996273,342.26699863082507,90940,5060,33000,2968,3748,20838.2794502,3275.6272839999992,Cologne/Bonn (EDDK)
2025,1,JAN,EDDL,Dusseldorf,Germany,4804,56759.7811176347,13490.0204528211,669700,257320,3470,764,1713,382954.55277149996,190657.607951,4801,20926.1138962425,112.731519499884,171260,1780,34024.1071428571,3402,4756,32116.0211362,845.486031,Dusseldorf (EDDL)
2025,1,JAN,EDDM,Munich,Germany,11155,203664.52336798672,66902.1854296146,2450320,1188560,4933.333333333333,628,1760,1564001.892535,998300.3696183,11241,49556.136359864206,649.767397095694,420400,8260,33000,7565,11030,125284.8496876,3788.178233,Munich (EDDM)
2025,1,JAN,EDDN,Nurenberg,Germany,1237,21481.1167753453,3553.853013605153,248880,77040,6000,147,591,90643.1770671,28433.5861925,1252,7305.0300015458615,137.625754923731,65795,3435,32000,839,1235,11738.4298117,126.445885,Nurenberg (EDDN)
2025,1,JAN,EDDP,Leipzig/Halle,Germany,2736,40510.7554415143,12660.4114762389,548260,240580,3500.334821428571,328,768,581470.5086676999,324276.17574049986,2766,5077.925966220198,310.889765295343,48260,7580,33000,2367,2738,14040.630667000001,1183.490127,Leipzig/Halle (EDDP)
2025,1,JAN,EDDR,Saarbrucken,Germany,94,2146.089124729428,723.7191766459481,37000,18220,4092.930327868852,14,33,5438.956567199999,1321.916705199999,108,685.1586265146229,363.97895773343504,11120,8020,17000,71,89,390.9312765,143.63575550000002,Saarbrucken (EDDR)
2025,1,JAN,EDDS,Stuttgart,Germany,2597,57778.1245806868,7122.429821996141,614453,139173,4900,268,996,285714.12961835,70575.890409,2631,11618.9230263915,493.41601110607104,108946,15193,33000,1916,2598,19408.9365605,475.562093,Stuttgart (EDDS)
2025,1,JAN,EDDV,Hanover,Germany,1499,11427.8280970962,5457.751999991518,173700,113860,3128.196721311475,309,462,78496.5562355,54458.565421,1524,3386.4223118099853,140.031268839749,31232,3512,33000,1252,1509,4536.8068528,152.85006779999998,Hanover (EDDV)
2025,1,JAN,EDDW,Bremen,Germany,764,7728.516246150194,3943.415046320737,121873,85313,3040,128,179,44363.770487300004,28654.968623799996,752,2062.374793973919,562.7887623899381,27500,14860,32000,605,722,2426.557396499999,447.0309250000001,Bremen (EDDW)
2025,1,JAN,EDFE,Frankfurt Egelsbach,Germany,74,1304.251749328542,1050.389452426245,28405,25365,3361.079234972678,15,18,203.23189200000002,77.81281349999998,46,202.44240431467801,194.52508078905,4444,4344,16000,41,42,-7.513442499999999,-7.11281,Frankfurt Egelsbach (EDFE)
2025,1,JAN,EDFH,Frankfurt Hahn,Germany,604,13585.216938794201,2060.561610486855,154360,40760,8064.441653446148,100,307,135025.1021959999,47823.471484,605,3652.188597044168,229.080705191634,34100,4460,34988.23529411761,366,582,12073.3880285,1452.5599545,Frankfurt Hahn (EDFH)
2025,1,JAN,EDFM,Mannheim,Germany,181,4091.474595241249,1914.704500334467,82300,51960,4976.719576719576,25,37,2126.4262881,997.5582890500001,174,2252.059638277985,1784.173733901179,44188,37008,11053.8127413127,111,124,104.2006445,43.878634999999946,Mannheim (EDFM)
2025,1,JAN,EDFQ,Allendorf,Germany,8,102.176282836011,25.73419275079862,1760,580,5950,2,3,25.79107509999999,29.13749999999999,7,13.997442605437659,0,120,0,23000,5,7,15.42932999999999,0,Allendorf (EDFQ)
2025,1,JAN,EDFV,Worms,Germany,5,70.62413695428957,70.62413695428957,2340,2340,3906.5573770491806,0,0,9.763425,9.763425,8,0,0,0,0,7000,8,8,0,0,Worms (EDFV)
2025,1,JAN,EDFZ,Mainz,Germany,17,265.05499391866607,265.05499391866607,7940,7940,3001.1748633879783,1,1,59.40423850000001,59.40423850000001,6,5.864810059429759,5.864810059429759,100,100,15500,5,5,0,0,Mainz (EDFZ)
2025,1,JAN,EDGE,Eisenach Kindel,Germany,13,114.41723811436101,8.47016549307415,1380,200,19000,8,11,-7.9086089999999905,0.5937749999999999,7,3.22141779028834,0,40,0,24000,6,7,3.6056,0,Eisenach Kindel (EDGE)
2025,1,JAN,EDGS,Siegerland,Germany,44,1283.2005705486222,494.83218937655505,21900,10180,6022.916666666668,5,10,849.916793,551.3576515000001,42,414.96950397973706,308.796220853643,8520,6980,14497.5806451613,32,37,184.1627115,56.78799049999998,Siegerland (EDGS)
2025,1,JAN,EDHE,Uetersen,Germany,4,14.45081294955601,14.45081294955601,600,600,3395.5555555555547,2,2,2.539425,2.539425,,,,,,,,,,,Uetersen (EDHE)
2025,1,JAN,EDHF,Itzehoe Hungriger Wolf,Germany,1,0,0,0,0,9000,1,1,0,0,,,,,,,,,,,Itzehoe Hungriger Wolf (EDHF)
2025,1,JAN,EDHI,Hamburg Finkenwerder,Germany,101,1215.067798540341,893.2002511532701,20900,17080,2973.333333333333,2,4,17079.233547,14504.606643000001,112,3728.046833714518,25.629007331678068,30400,440,30000,69,100,10529.074118,399.686845,Hamburg Finkenwerder (EDHI)
2025,1,JAN,EDHK,Kiel Holtenau,Germany,48,316.86797320550403,264.62083967621703,8480,7860,3189.7540983606555,17,19,60.691948,30.990322,49,255.282506886044,232.701482872543,5435,5155,16000,39,41,-7.83545,-24.855069999999998,Kiel Holtenau (EDHK)
2025,1,JAN,EDHL,Lubeck Blankensee,Germany,87,3232.7839079030605,3206.3171727828544,86786,86086,2991.803278688525,7,7,549.400519,548.4565690000001,61,432.580996907119,324.598349486814,9249,8169,8000,45,48,182.746304,156.7192495,Lubeck Blankensee (EDHL)
2025,1,JAN,EDJA,Memmingen,Germany,912,17491.9705548313,2646.532112129005,218320,60900,9353.59375,100,509,110801.0361578,25111.170133300002,909,8523.076289192846,358.528372713624,75210,7230,33989.3939393939,467,870,14910.6171251,2156.140328,Memmingen (EDJA)
2025,1,JAN,EDKA,Aachen,Germany,4,74.36536796566271,64.89795228199432,2140,1980,7758.070617906683,1,2,28.035,21.898799999999998,1,0,0,0,0,23000,1,1,0,0,Aachen (EDKA)
2025,1,JAN,EDKV,Dahlemer Binz,Germany,1,0,0,0,0,19000,1,1,0,0,,,,,,,,,,,Dahlemer Binz (EDKV)
2025,1,JAN,EDLA,Arnsberg Menden,Germany,11,164.05716023124702,14.68682505399573,2120,200,10909.489051094899,5,9,513.773988,30.19747499999999,9,59.14718871762376,1.9893145390473999,620,20,23000,6,8,83.04911199999998,2.334675,Arnsberg Menden (EDLA)
2025,1,JAN,EDLB,Borkenberge,Germany,1,0,0,0,0,6000,1,1,0,0,1,0,0,0,0,6000,1,1,0,0,Borkenberge (EDLB)
2025,1,JAN,EDLD,Dinslaken,Germany,7,10.11923235500184,6.7248675405507,160,120,16000,4,4,1.68084,1.544865,5,0,0,0,0,21000,5,5,0,0,Dinslaken (EDLD)
2025,1,JAN,EDLE,Essen Mulheim,Germany,77,436.082507072312,378.841860517585,14020,13320,3072.2802197802193,29,30,150.1501723,133.2871773,5,125.42898509091201,15.900306922814588,1940,280,17989.8395721925,3,4,53.12867500000002,5.977168,Essen Mulheim (EDLE)
2025,1,JAN,EDLI,Bielefeld,Germany,27,247.174084657679,88.84201015991016,4220,2560,21020,14,21,287.303625,11.91465999999999,17,57.266918646508245,0,540,0,23000,14,17,31.257664999999978,0,Bielefeld (EDLI)
2025,1,JAN,EDLM,Marl Loemuhle,Germany,1,0,0,0,0,24000,1,1,0,0,1,0,0,0,0,15000,1,1,0,0,Marl Loemuhle (EDLM)
2025,1,JAN,EDLN,Moenchengladbach,Germany,194,2626.822617839386,1278.9409872131541,48534,31334,2155.613793507559,33,41,2033.706406699999,766.9029382000001,198,1191.609308824319,529.3810021232599,21353,13793,19000,139,164,242.194323,31.655825,Moenchengladbach (EDLN)
2025,1,JAN,EDLP,Paderborn Lippstadt,Germany,185,1625.673982329672,1065.026453256402,32440,26180,3054.189435336976,24,31,4259.753029,3239.4602165,203,708.020197245308,204.490038380389,9492,4872,23000,153,185,938.124009,59.11762499999999,Paderborn Lippstadt (EDLP)
2025,1,JAN,EDLS,Stadtlohn Vreden,Germany,6,6.735641476550729,6.735641476550729,200,200,8000,4,4,0.6698999999999999,0.6698999999999999,,,,,,,,,,,Stadtlohn Vreden (EDLS)
2025,1,JAN,EDLV,Weeze,Germany,388,6921.469330787286,967.193621527816,79020,26880,24451.388888888898,87,247,22831.0933454,4442.9252872,389,1834.2005335654471,210.52035967543802,18445,4605,35000,258,371,3755.3048049999993,619.594326,Weeze (EDLV)
2025,1,JAN,EDLW,Dortmund,Germany,838,8554.15526546681,2857.873512682404,119580,61380,4006.025705364113,163,294,62881.3558885,33099.385266499994,837,5115.435017612598,285.92649473028,45320,6740,35000,516,787,6192.143444299999,538.256508,Dortmund (EDLW)
2025,1,JAN,EDMA,Augsburg,Germany,188,3617.550023150763,2491.184106710787,76521,62481,3883.529874213836,16,33,2854.0797134999993,1701.479606,188,1030.1455579355702,623.954156613608,26616,20496,18000,128,155,770.584024,198.583199,Augsburg (EDMA)
2025,1,JAN,EDMB,Biberach AD Riss,Germany,1,0,0,0,0,23000,1,1,0,0,,,,,,,,,,,Biberach AD Riss (EDMB)
2025,1,JAN,EDME,Eggenfelden,Germany,17,251.624245484416,236.46057431343803,9160,8600,3469.4444444444443,1,1,53.18304500000001,50.902965,21,118.3896312541,118.3896312541,3988,3988,6000,13,13,14.380804999999999,14.380804999999999,Eggenfelden (EDME)
2025,1,JAN,EDML,Landshut,Germany,5,37.66412972676471,26.70686345092393,820,620,5450,0,2,3.5735699999999997,2.114175,4,54.621773115293635,0,1200,0,14500,3,4,0,0,Landshut (EDML)
2025,1,JAN,EDMN,Mindelheim Mattsies,Germany,1,20.87152331840462,0,440,0,7912.009583707696,0,1,5.732265,0,1,0,0,0,0,18000,1,1,0,0,Mindelheim Mattsies (EDMN)
2025,1,JAN,EDMO,Oberpfaffenhofen,Germany,153,3128.080156852785,1149.104895635727,43760,21300,4285.238095238095,14,37,4384.786418599999,2313.8403914999994,133,494.24923900245307,9.1792656587473,4940,240,26000,98,132,555.6558999,6.60996,Oberpfaffenhofen (EDMO)
2025,1,JAN,EDMS,Straubing,Germany,37,803.823788635217,614.2783433669971,19920,16800,4116.666666666668,5,5,376.932181,272.36249100000003,30,60.664019218888015,14.101744200889451,880,500,10000,24,26,32.17121299999998,2.336513,Straubing (EDMS)
2025,1,JAN,EDMV,Vilshofen,Germany,9,29.180572333874277,18.71250299976,560,360,16998.125,3,6,18.65438099999999,16.01381499999999,7,12.382124184163619,3.23974082073434,220,60,17240.9153005464,4,6,1.6152149999999998,0.4943400000000002,Vilshofen (EDMV)
2025,1,JAN,EDNL,Leutkirch Unterzeil,Germany,1,0,0,0,0,5000,1,1,0,0,,,,,,,,,,,Leutkirch Unterzeil (EDNL)
2025,1,JAN,EDNR,Regensburg Oberhub,Germany,1,2.15982721382289,2.15982721382289,40,40,6696.666666666668,0,0,4.041975,4.041975,1,0,0,0,0,21000,1,1,0,0,Regensburg Oberhub (EDNR)
2025,1,JAN,EDNX,Oberschleissheim,Germany,1,5.0035997120230595,0,100,0,8890,0,1,0.1722000000000001,0,1,0,0,0,0,11000,1,1,0,0,Oberschleissheim (EDNX)
2025,1,JAN,EDNY,Friedrichshafen,Germany,270,5355.188578567229,2914.1195643464503,94660,71260,4309.576612903225,25,63,14108.45606135,6885.52777615,265,1223.8228416867732,117.85725653721701,12440,2620,27945.4545454545,176,252,1907.5143848,57.827442,Friedrichshafen (EDNY)
2025,1,JAN,EDQD,Bayreuth,Germany,4,5.11759059275259,5.11759059275259,140,140,10755.555555555602,2,2,-0.9192749999999998,-0.9192749999999998,4,1.7998560115190798,1.7998560115190798,60,60,10000,3,3,0.1842749999999999,0.1842749999999999,Bayreuth (EDQD)
2025,1,JAN,EDQE,Burg Feuerstein,Germany,1,0,0,0,0,22000,1,1,0,0,,,,,,,,,,,Burg Feuerstein (EDQE)
2025,1,JAN,EDQM,Hof,Germany,28,369.67732739649904,233.19374151452502,7520,6080,4688.194444444444,3,8,434.7509895,234.3396045,33,190.938072596523,26.38083690146893,2540,480,16862.5,23,28,124.632541,5.01453100000001,Hof (EDQM)
2025,1,JAN,EDQT,Hassfurt,Germany,1,0,0,0,0,7000,1,1,0,0,,,,,,,,,,,Hassfurt (EDQT)
2025,1,JAN,EDRA,Bad Neuenahr Ahrweiler,Germany,3,12.458294094894308,12.458294094894308,440,440,2988.797313797313,0,0,2.6859,2.6859,,,,,,,,,,,Bad Neuenahr Ahrweiler (EDRA)
2025,1,JAN,EDRB,Bitburg,Germany,2,31.197462954946747,10.39461105406655,440,220,4596.174863387977,0,0,48.87311,33.358815,1,0,0,0,0,35000,1,1,0,0,Bitburg (EDRB)
2025,1,JAN,EDRK,Koblenz Winningen,Germany,10,156.369907033614,73.14148018168002,4300,3240,8500,3,6,44.25432000000001,46.905599999999986,,,,,,,,,,,Koblenz Winningen (EDRK)
2025,1,JAN,EDRT,Trier Fohren,Germany,1,16.15031453221445,4.37748586670443,360,120,3440.35519125683,0,0,1.06575,1.1025,,,,,,,,,,,Trier Fohren (EDRT)
2025,1,JAN,EDRY,Speyer,Germany,51,708.2263599117671,183.84981336578701,9640,3760,4443.548387096775,5,19,675.1249837,247.6717175,40,351.493880240475,205.821344998118,5920,4640,24000,26,36,88.491602,11.12721499999999,Speyer (EDRY)
